customer_id,recency,age,monetary,kmeans_cluster,hierarchical_cluster
C253992,266,30,5.23,4,
C253996,153,59,293.25,2,
C253998,443,26,130.75,1,0.0
C254000,603,64,322.56,0,
C254001,408,33,365.94,4,
C254002,55,41,7502.0,6,
C254005,407,66,300.08,0,0.0
C254007,374,30,1200.32,4,
C254010,96,57,1200.32,2,0.0
C254011,596,33,4801.28,1,1.0
C254013,323,45,300.08,2,0.0
C254020,147,62,7502.0,2,
C254022,504,19,365.94,1,
C254023,286,54,4801.28,2,0.0
C254024,225,59,2700.7200000000003,2,
C254025,312,30,143.36,4,0.0
C254028,726,59,9602.72,5,
C254037,531,45,15.15,0,
C254044,12,18,35.84,4,
C254052,86,43,1016.5,4,
C254053,596,55,162.64,0,
C254055,236,45,650.56,2,
C254057,186,49,11.73,2,
C254059,507,46,46.92,0,
C254063,451,36,143.36,1,
C254065,262,28,9450.0,6,
C254066,437,27,1200.32,1,
C254068,796,30,47.07,1,
C254070,706,64,300.08,0,
C254075,604,46,242.4,0,1.0
C254077,637,65,600.17,0,
C254082,436,27,896.0,1,1.0
C254093,370,59,600.17,2,
C254097,557,32,293.25,1,
C254099,8,60,5.23,2,
C254111,535,69,650.56,0,
C254115,290,38,1200.32,4,
C254121,404,67,4801.28,5,
C254123,250,26,162.64,4,
C254124,140,60,20.92,2,
C254127,324,21,2700.7200000000003,4,
C254128,213,23,1200.32,4,
C254130,186,36,650.56,4,
C254135,261,53,60.6,2,
C254136,93,55,46.92,2,
C254137,783,56,365.94,0,1.0
C254147,716,66,20.92,0,
C254149,465,33,20.92,1,0.0
C254153,317,37,136.35000000000002,4,0.0
C254157,555,24,15004.25,3,
C254161,563,53,896.0,0,
C254163,570,46,35.84,0,0.0
C254167,230,24,600.17,4,
C254173,789,30,11.73,1,
C254174,727,64,15004.25,3,
C254185,122,60,7502.0,2,
C254188,398,18,5.23,4,
C254189,317,43,5.23,4,0.0
C254191,349,22,2400.68,4,
C254200,130,30,5401.53,6,
C254202,70,34,136.35000000000002,4,
C254203,163,38,5.23,4,
C254208,407,26,5401.53,6,0.0
C254212,95,26,1200.32,4,
C254215,105,37,162.64,4,
C254216,174,60,105.57,2,
C254220,93,58,5401.53,2,
C254225,773,34,2700.7200000000003,1,
C254226,637,31,322.56,1,
C254227,372,59,365.94,2,
C254230,519,34,1200.32,1,
C254231,601,45,4801.28,5,1.0
C254234,99,52,40.66,2,
C254235,670,65,130.75,0,
C254244,706,22,2700.7200000000003,1,
C254246,25,35,7502.0,6,
C254248,83,18,15004.25,6,2.0
C254252,617,65,1200.32,0,
C254253,131,33,7502.0,6,
C254260,283,20,300.08,4,
C254266,570,59,47.07,0,
C254283,77,23,300.08,4,0.0
C254286,306,55,1200.32,2,
C254287,88,20,83.68,4,0.0
C254292,75,47,242.4,2,
C254293,608,29,300.08,1,1.0
C254295,355,27,15004.25,3,
C254298,137,55,4801.28,2,
C254303,447,24,15.15,1,
C254306,230,43,15004.25,3,2.0
C254307,457,51,300.08,0,
C254308,768,68,5401.53,5,
C254310,211,44,7502.0,6,
C254312,85,20,143.36,4,
C254313,76,40,47.07,4,
C254317,193,36,365.94,4,0.0
C254321,277,64,1016.5,2,
C254326,360,41,1016.5,4,0.0
C254328,444,64,1200.32,0,
C254330,46,23,143.36,4,
C254332,95,38,2700.7200000000003,4,
C254333,125,54,650.56,2,
C254345,519,22,5401.53,1,
C254346,287,26,300.08,4,
C254348,636,68,2700.7200000000003,0,
C254352,125,38,47.07,4,
C254358,380,65,300.08,2,
C254359,715,60,162.64,0,
C254360,660,53,143.36,0,
C254361,218,23,5.23,4,
C254363,283,64,896.0,2,0.0
C254369,137,33,9602.72,6,
C254374,450,62,26250.0,3,2.0
C254375,621,57,130.75,0,1.0
C254376,338,63,378.75,2,
C254380,465,19,2700.7200000000003,1,
C254381,459,19,1016.5,1,
C254383,352,41,378.75,4,0.0
C254386,104,65,60.6,2,
C254389,642,36,130.75,1,
C254391,413,33,7502.0,6,
C254396,743,61,4200.0,0,
C254397,158,60,16800.0,3,
C254400,236,27,40.66,4,0.0
C254402,164,69,136.35000000000002,2,0.0
C254403,302,18,300.08,4,0.0
C254404,377,24,4200.0,6,
C254407,162,30,7502.0,6,
C254410,236,29,35.84,4,
C254416,456,46,1200.32,0,
C254418,753,56,162.64,0,
C254423,146,30,2400.68,4,0.0
C254425,103,38,130.75,4,
C254426,550,39,300.08,1,
C254428,13,26,20.92,4,0.0
C254429,59,30,1200.32,4,
C254432,12,44,650.56,2,
C254434,182,31,47.07,4,
C254435,150,22,300.08,4,
C254439,543,46,130.75,0,0.0
C254442,697,43,7502.0,5,
C254454,609,64,7502.0,5,1.0
C254457,44,40,378.75,4,
C254459,464,54,7502.0,5,
C254460,679,19,130.75,1,
C254461,728,35,2700.7200000000003,1,
C254464,516,57,7502.0,5,
C254466,438,27,83.68,1,0.0
C254470,161,58,300.08,2,
C254471,218,67,35.84,2,0.0
C254473,183,46,162.64,2,
C254476,114,29,1016.5,4,
C254478,443,26,2700.7200000000003,1,
C254480,696,67,83.68,0,
C254482,167,38,15.15,4,
C254485,280,35,143.36,4,
C254487,249,56,136.35000000000002,2,0.0
C254489,490,26,2700.7200000000003,1,
C254495,654,28,4801.28,1,
C254496,254,38,650.56,4,
C254501,746,60,162.64,0,1.0
C254504,379,31,2700.7200000000003,4,
C254508,333,49,365.94,2,
C254509,252,42,896.0,4,
C254512,102,18,896.0,4,
C254517,391,45,83.68,0,
C254521,286,64,40.66,2,
C254522,108,32,4801.28,6,
C254523,498,42,15004.25,3,
C254529,415,27,40.66,1,
C254531,241,27,5401.53,6,
C254534,583,45,896.0,0,
C254537,206,53,20.92,2,
C254541,771,40,4801.28,1,
C254543,375,65,5.23,2,
C254545,371,20,105.57,4,
C254550,703,28,26250.0,3,
C254558,265,68,322.56,2,
C254562,639,46,20.92,0,
C254563,61,50,9602.72,6,
C254573,725,38,322.56,1,
C254580,709,27,7502.0,1,
C254583,257,55,300.08,2,
C254584,314,69,2700.7200000000003,2,
C254585,55,59,2400.68,2,
C254593,664,20,573.44,1,1.0
C254600,462,27,105.57,1,
C254603,488,19,300.08,1,0.0
C254604,590,34,322.56,1,
C254609,536,48,83.68,0,
C254614,241,26,4801.28,6,0.0
C254619,575,58,5.23,0,
C254620,602,66,2700.7200000000003,0,
C254627,419,30,2700.7200000000003,1,1.0
C254645,120,35,1200.32,4,
C254653,46,69,896.0,2,
C254657,113,52,1200.32,2,
C254660,348,57,47.07,2,
C254661,404,66,4801.28,5,
C254664,538,38,5401.53,5,
C254665,123,55,2700.7200000000003,2,
C254666,624,19,4200.0,1,
C254674,80,67,7502.0,2,
C254675,311,67,650.56,2,
C254678,642,64,15004.25,3,
C254684,757,21,4801.28,1,
C254689,417,59,650.56,0,0.0
C254694,167,21,47.07,4,
C254697,448,58,46.92,0,
C254698,121,34,300.08,4,
C254699,225,35,47.07,4,
C254702,745,18,187.68,1,
C254703,387,46,83.68,0,0.0
C254705,200,66,143.36,2,0.0
C254709,347,38,300.08,4,
C254712,489,19,1200.32,1,
C254714,462,30,1200.32,1,
C254715,645,66,650.56,0,
C254718,255,29,83.68,4,
C254727,726,68,20.92,0,1.0
C254728,724,43,4801.28,5,
C254729,236,27,2700.7200000000003,4,
C254733,524,46,105.57,0,
C254735,467,48,83.68,0,0.0
C254741,292,46,5.23,2,
C254745,369,26,4801.28,6,
C254752,784,69,2700.7200000000003,0,
C254753,75,43,1200.32,4,0.0
C254758,189,18,300.08,4,
C254760,370,24,130.75,4,
C254761,174,22,365.94,4,
C254763,220,57,7502.0,2,0.0
C254764,378,33,300.08,4,
C254769,116,25,4801.28,6,
C254772,531,39,242.4,1,0.0
C254777,160,62,573.44,2,
C254785,669,58,2700.7200000000003,0,
C254788,187,50,4801.28,2,
C254791,437,62,293.25,0,1.0
C254792,6,34,4801.28,6,
C254794,483,20,7502.0,6,
C254796,467,25,300.08,1,
C254801,583,53,650.56,0,0.0
C254802,698,19,4801.28,1,
C254811,37,20,162.64,4,0.0
C254814,589,58,1016.5,0,
C254822,420,56,4801.28,5,
C254823,321,28,2700.7200000000003,4,
C254827,128,50,2700.7200000000003,2,
C254828,17,43,573.44,4,
C254832,12,65,9602.72,2,
C254840,518,22,1050.0,1,
C254843,161,25,300.08,4,
C254844,49,62,600.17,2,
C254846,536,63,40.66,0,
C254847,330,39,5401.53,6,
C254852,16,55,7502.0,2,
C254877,433,46,1016.5,0,0.0
C254879,601,41,47.07,1,
C254881,300,41,7502.0,6,
C254886,217,54,9602.72,6,
C254890,669,33,20.92,1,
C254894,371,22,83.68,4,
C254897,122,21,322.56,4,
C254898,495,50,15004.25,3,
C254900,138,57,136.35000000000002,2,
C254903,560,50,7502.0,5,
C254906,402,49,7502.0,5,
C254908,90,32,1016.5,4,
C254915,453,60,600.17,0,
C254916,570,44,7502.0,5,
C254918,248,19,2700.7200000000003,4,
C254919,365,41,20.92,4,
C254929,180,26,5.23,4,0.0
C254930,227,61,136.35000000000002,2,
C254931,655,28,5401.53,1,
C254942,92,34,573.44,4,
C254945,334,69,136.35000000000002,2,
C254946,24,33,130.75,4,
C254947,434,38,83.68,1,
C254948,221,28,573.44,4,
C254959,317,28,365.94,4,0.0
C254961,631,58,1016.5,0,
C254963,337,48,26250.0,3,2.0
C254964,300,52,4801.28,2,
C254966,54,44,7502.0,6,
C254969,88,62,7502.0,2,
C254971,55,67,650.56,2,0.0
C254975,535,46,9450.0,5,
C254978,590,21,130.75,1,
C254979,750,23,83.68,1,1.0
C254980,609,36,105.57,1,
C254986,689,23,7502.0,1,
C254987,96,20,2700.7200000000003,4,
C254995,319,22,5.23,4,
C254996,406,38,47.07,4,
C254997,190,29,293.25,4,
C254998,283,62,40.66,2,
C254999,571,33,47.07,1,
C255002,681,55,105.57,0,1.0
C255003,524,56,35.84,0,1.0
C255004,234,23,4801.28,6,
C255007,134,30,40.66,4,
C255011,516,22,1200.32,1,
C255015,163,19,130.75,4,0.0
C255017,342,28,20.92,4,
C255019,354,69,7502.0,5,0.0
C255024,319,38,130.75,4,0.0
C255025,560,38,4200.0,1,
C255027,22,46,1050.0,2,0.0
C255030,144,30,4801.28,6,
C255032,252,63,20.92,2,
C255034,47,26,5.23,4,0.0
C255040,751,55,1016.5,0,
C255044,344,34,300.08,4,0.0
C255058,312,64,4200.0,2,
C255062,204,28,9602.72,6,
C255069,544,61,83.68,0,
C255078,420,55,5.23,0,0.0
C255079,425,53,9450.0,5,1.0
C255082,788,30,365.94,1,
C255087,394,22,83.68,4,
C255090,479,64,60.6,0,
C255092,24,65,162.64,2,
C255093,170,42,300.08,4,
C255095,188,59,300.08,2,0.0
C255097,57,56,2700.7200000000003,2,
C255098,477,56,2700.7200000000003,0,
C255104,513,44,2700.7200000000003,0,
C255107,70,50,162.64,2,
C255109,763,61,7502.0,5,
C255112,12,49,4801.28,2,
C255118,408,23,4200.0,6,
C255119,301,55,378.75,2,
C255122,685,52,83.68,0,
C255123,323,52,1200.32,2,
C255124,390,66,2700.7200000000003,2,
C255132,405,45,47.07,0,0.0
C255135,376,18,5.23,4,
C255136,130,41,5401.53,6,
C255137,685,18,7502.0,1,
C255141,123,50,7502.0,6,
C255144,458,64,650.56,0,1.0
C255151,96,34,7502.0,6,
C255155,722,29,365.94,1,
C255159,565,36,2700.7200000000003,1,
C255162,728,52,7502.0,5,
C255163,522,63,322.56,0,
C255171,751,39,2700.7200000000003,1,
C255173,750,47,365.94,0,
C255179,703,35,47.07,1,
C255186,319,34,4801.28,6,
C255190,704,45,83.68,0,1.0
C255193,89,59,4801.28,2,
C255195,50,56,162.64,2,0.0
C255198,608,60,242.4,0,
C255199,408,22,7502.0,6,
C255201,258,49,2400.68,2,
C255204,774,35,47.07,1,
C255205,713,67,20.92,0,
C255208,558,67,2700.7200000000003,0,
C255209,107,26,4801.28,6,
C255215,760,28,300.08,1,
C255216,795,45,573.44,0,
C255222,352,30,600.17,4,
C255225,162,27,9602.72,6,
C255228,468,53,4801.28,5,
C255231,670,48,162.64,0,
C255234,647,46,365.94,0,
C255238,384,30,322.56,4,
C255239,63,60,16800.0,3,
C255242,731,22,1050.0,1,
C255248,401,58,1200.32,0,
C255250,56,60,4801.28,2,
C255258,587,44,15004.25,3,2.0
C255262,771,49,4801.28,5,
C255264,218,52,4801.28,2,
C255267,121,56,47.07,2,
C255268,494,61,378.75,0,
C255273,755,35,7502.0,5,
C255275,666,23,9450.0,1,
C255280,253,42,130.75,4,0.0
C255284,59,44,7502.0,6,
C255287,144,65,242.4,2,
C255288,213,64,162.64,2,
C255296,523,36,187.68,1,
C255300,65,21,35.84,4,
C255301,377,39,4801.28,6,
C255302,527,68,2700.7200000000003,0,
C255305,580,66,1200.32,0,
C255310,189,60,300.08,2,
C255320,42,21,47.07,4,0.0
C255328,170,60,2700.7200000000003,2,
C255331,599,39,20.92,1,
C255333,796,52,143.36,0,
C255337,177,54,105.57,2,
C255342,288,53,9450.0,5,
C255344,599,24,130.75,1,
C255347,370,32,600.17,4,
C255353,188,50,365.94,2,
C255356,159,39,1200.32,4,
C255357,320,36,143.36,4,
C255359,59,30,162.64,4,0.0
C255360,203,64,1200.32,2,0.0
C255361,610,69,2400.68,0,
C255367,463,49,83.68,0,
C255370,245,64,365.94,2,
C255371,32,22,650.56,4,
C255376,209,19,1200.32,4,
C255379,502,29,9602.72,6,
C255381,691,57,7502.0,5,
C255384,756,42,162.64,1,
C255387,488,20,40.66,1,
C255389,495,21,300.08,1,
C255391,239,62,7502.0,5,0.0
C255404,259,46,1016.5,2,
C255405,238,57,4801.28,2,0.0
C255416,688,64,650.56,0,1.0
C255418,600,23,1016.5,1,
C255425,171,63,2700.7200000000003,2,0.0
C255429,548,42,2700.7200000000003,1,
C255435,40,62,2700.7200000000003,2,
C255436,675,37,16800.0,3,2.0
C255438,605,42,20.92,1,
C255441,253,39,365.94,4,0.0
C255448,608,58,7502.0,5,
C255449,610,65,242.4,0,
C255450,32,21,5.23,4,
C255453,742,62,35.84,0,
C255454,371,26,40.66,4,
C255455,722,38,4801.28,1,
C255457,406,36,20.92,4,
C255459,485,60,130.75,0,
C255460,119,59,896.0,2,0.0
C255462,344,24,2700.7200000000003,4,
C255465,362,31,2700.7200000000003,4,
C255473,499,64,187.68,0,1.0
C255475,758,18,378.75,1,
C255477,123,32,35.84,4,0.0
C255482,338,20,4801.28,6,
C255483,458,28,365.94,1,
C255490,118,52,322.56,2,
C255494,653,35,600.17,1,1.0
C255495,615,43,4801.28,5,
C255498,448,34,16800.0,3,
C255502,299,46,300.08,2,
C255507,370,31,4801.28,6,
C255508,369,33,136.35000000000002,4,
C255512,346,55,4200.0,2,
C255516,236,63,11.73,2,
C255525,129,61,365.94,2,
C255527,693,65,46.92,0,1.0
C255528,526,45,300.08,0,
C255535,8,55,300.08,2,
C255536,565,66,1016.5,0,
C255538,149,49,896.0,2,
C255540,425,20,293.25,1,
C255546,232,55,83.68,2,0.0
C255548,398,54,1016.5,0,
C255552,405,36,7502.0,6,1.0
C255553,102,25,47.07,4,0.0
C255554,235,57,7502.0,5,
C255555,274,57,242.4,2,
C255558,284,20,300.08,4,
C255560,199,31,1200.32,4,
C255564,775,53,650.56,0,
C255567,86,30,600.17,4,
C255570,732,65,7502.0,5,
C255572,455,48,83.68,0,
C255576,296,26,2700.7200000000003,4,0.0
C255585,35,52,4801.28,2,
C255588,672,51,105.57,0,
C255597,586,58,365.94,0,
C255598,173,35,2700.7200000000003,4,0.0
C255602,520,67,136.35000000000002,0,1.0
C255605,258,51,15004.25,3,
C255607,585,22,300.08,1,
C255610,3,61,2700.7200000000003,2,0.0
C255611,398,41,7502.0,6,
C255613,185,18,7502.0,6,0.0
C255617,281,30,47.07,4,
C255628,64,51,7502.0,6,
C255633,278,33,143.36,4,0.0
C255635,524,29,47.07,1,
C255639,104,64,40.66,2,
C255643,556,26,4801.28,1,1.0
C255651,281,66,15.15,2,
C255653,95,52,1200.32,2,0.0
C255657,660,40,20.92,1,
C255660,33,52,896.0,2,
C255666,774,68,15.15,0,
C255670,229,51,4200.0,2,
C255676,49,20,4801.28,6,
C255678,357,35,2700.7200000000003,4,
C255679,553,57,26250.0,3,
C255690,769,26,5.23,1,
C255692,118,44,105.57,4,0.0
C255695,117,39,143.36,4,
C255697,314,23,1016.5,4,
C255703,627,37,5.23,1,
C255707,304,67,300.08,2,0.0
C255708,245,58,1200.32,2,
C255716,362,35,7502.0,6,0.0
C255717,211,39,9602.72,6,
C255718,756,26,1200.32,1,
C255723,767,52,11.73,0,1.0
C255726,700,18,16800.0,3,2.0
C255730,729,33,105.57,1,
C255733,76,23,15.15,4,
C255738,730,65,9602.72,5,
C255743,540,64,2700.7200000000003,0,
C255744,416,27,11.73,1,
C255745,681,66,2700.7200000000003,0,
C255747,197,34,2700.7200000000003,4,
C255748,693,56,5.23,0,
C255751,736,43,83.68,1,
C255760,87,41,187.68,4,
C255764,72,64,15.15,2,
C255766,35,31,47.07,4,0.0
C255768,568,27,1200.32,1,
C255772,247,37,15004.25,3,2.0
C255775,702,53,40.66,0,
C255776,148,27,650.56,4,
C255779,788,28,7502.0,1,
C255780,553,68,4801.28,5,
C255786,659,59,242.4,0,
C255791,67,19,300.08,4,
C255794,385,59,4801.28,5,
C255797,695,40,322.56,1,
C255802,183,66,4801.28,2,0.0
C255807,308,37,1200.32,4,
C255808,670,29,5.23,1,
C255809,449,36,143.36,1,
C255813,161,29,83.68,4,
C255815,298,54,20.92,2,
C255816,85,55,7502.0,2,
C255821,449,51,83.68,0,
C255822,376,67,2700.7200000000003,2,
C255823,659,50,1200.32,0,1.0
C255824,544,32,5.23,1,1.0
C255825,238,29,130.75,4,
C255826,312,60,650.56,2,
C255827,232,24,573.44,4,
C255828,379,49,300.08,2,
C255833,328,43,600.17,4,
C255835,609,35,322.56,1,
C255841,321,27,300.08,4,0.0
C255842,565,66,242.4,0,
C255845,435,53,9450.0,5,
C255846,546,31,7502.0,6,
C255847,4,34,7502.0,6,
C255850,319,42,7502.0,6,0.0
C255852,185,29,143.36,4,
C255853,449,53,136.35000000000002,0,0.0
C255859,47,47,300.08,2,
C255862,758,54,1200.32,0,
C255864,452,22,300.08,1,
C255865,480,31,5.23,1,
C255867,435,34,573.44,1,
C255869,548,25,1016.5,1,
C255878,721,20,2400.68,1,
C255881,489,46,300.08,0,
C255897,628,28,47.07,1,
C255900,70,36,9602.72,6,
C255902,368,53,7502.0,5,
C255903,224,29,16800.0,3,
C255906,391,25,242.4,4,
C255907,527,40,7502.0,5,
C255910,506,40,16800.0,3,
C255913,231,55,9602.72,5,
C255914,231,21,47.07,4,
C255919,546,45,896.0,0,
C255921,456,35,300.08,1,
C255931,65,32,20.92,4,
C255932,73,35,9602.72,6,
C255933,396,38,5.23,4,
C255935,638,56,365.94,0,
C255938,632,57,47.07,0,
C255941,521,69,9602.72,5,
C255944,138,62,83.68,2,
C255945,589,22,20.92,1,
C255947,282,28,15004.25,3,
C255949,340,37,650.56,4,
C255956,587,18,4801.28,1,
C255961,471,29,7502.0,6,
C255970,562,60,60.6,0,
C255972,524,37,5401.53,1,
C255975,176,59,26250.0,3,
C255980,371,23,2700.7200000000003,4,0.0
C255984,511,41,40.66,1,
C255989,353,34,4801.28,6,
C255991,391,32,2700.7200000000003,4,
C255992,2,24,4801.28,6,0.0
C255998,372,26,300.08,4,0.0
C255999,754,68,1200.32,0,
C256002,761,34,365.94,1,
C256006,136,19,1200.32,4,0.0
C256014,242,50,9450.0,6,
C256015,692,32,7502.0,1,
C256019,684,24,16800.0,3,
C256020,590,50,1200.32,0,
C256024,322,20,7502.0,6,
C256029,692,46,5401.53,5,1.0
C256034,118,32,300.08,4,0.0
C256035,795,25,7502.0,1,
C256036,624,49,650.56,0,
C256038,177,32,365.94,4,0.0
C256039,351,30,105.57,4,
C256046,364,61,9602.72,5,
C256048,501,68,1200.32,0,
C256049,194,36,83.68,4,
C256050,161,48,136.35000000000002,2,
C256051,267,59,4801.28,2,
C256053,366,50,4801.28,5,
C256055,708,64,1200.32,0,
C256056,167,46,2700.7200000000003,2,
C256059,73,60,365.94,2,
C256060,771,49,4801.28,5,
C256064,535,49,1200.32,0,
C256066,655,28,2400.68,1,
C256070,157,62,130.75,2,0.0
C256072,201,42,365.94,4,
C256076,141,60,5401.53,2,
C256085,402,22,1200.32,1,
C256086,719,22,2700.7200000000003,1,
C256087,493,56,1200.32,0,1.0
C256089,752,69,896.0,0,1.0
C256100,402,66,16800.0,3,
C256101,719,53,83.68,0,
C256106,190,46,4801.28,6,
C256111,712,58,1200.32,0,
C256114,209,55,5401.53,2,
C256119,763,30,47.07,1,1.0
C256120,648,41,4801.28,5,
C256121,670,22,1016.5,1,
C256125,259,46,16800.0,3,
C256134,794,20,4200.0,1,
C256135,36,32,5401.53,6,0.0
C256143,111,38,7502.0,6,
C256146,92,54,9450.0,6,
C256147,402,57,2400.68,0,0.0
C256150,497,28,365.94,1,
C256151,637,63,15004.25,3,2.0
C256153,614,53,60.6,0,
C256155,670,25,650.56,1,
C256157,226,69,242.4,2,
C256159,148,62,1200.32,2,
C256161,440,62,143.36,0,
C256162,615,57,15004.25,3,
C256164,650,31,7502.0,1,
C256170,704,30,300.08,1,
C256176,60,21,300.08,4,0.0
C256177,792,41,143.36,1,
C256192,421,30,46.92,1,
C256193,82,54,1016.5,2,0.0
C256195,206,27,1050.0,4,
C256196,477,46,4801.28,5,
C256199,754,64,5401.53,5,
C256201,305,64,2700.7200000000003,2,
C256204,414,21,1016.5,1,
C256205,108,57,5.23,2,
C256208,605,54,15.15,0,1.0
C256210,293,65,7502.0,5,
C256213,738,69,2400.68,0,
C256221,442,63,1200.32,0,
C256225,278,31,2700.7200000000003,4,
C256228,10,63,1200.32,2,
C256230,119,23,300.08,4,
C256232,258,30,7502.0,6,
C256233,677,51,60.6,0,
C256235,793,51,20.92,0,
C256243,316,54,650.56,2,
C256245,674,28,1050.0,1,
C256247,228,44,4200.0,6,
C256253,24,36,11.73,4,
C256256,518,65,1200.32,0,
C256257,449,42,1200.32,1,0.0
C256258,18,66,2700.7200000000003,2,
C256262,35,21,162.64,4,0.0
C256278,150,52,2700.7200000000003,2,0.0
C256280,87,56,365.94,2,0.0
C256281,28,38,2400.68,4,0.0
C256289,305,18,47.07,4,
C256290,581,39,650.56,1,0.0
C256292,242,33,35.84,4,
C256295,401,64,143.36,0,
C256297,651,39,83.68,1,
C256298,211,65,378.75,2,
C256299,250,43,9450.0,6,
C256301,583,23,5401.53,1,
C256308,650,69,600.17,0,
C256309,273,47,5.23,2,
C256310,247,44,2700.7200000000003,2,
C256311,612,46,1200.32,0,
C256314,705,58,293.25,0,1.0
C256315,485,46,1200.32,0,
C256316,259,33,1200.32,4,
C256319,108,51,35.84,2,
C256325,186,28,4801.28,6,
C256327,575,52,896.0,0,
C256331,34,40,242.4,4,
C256333,133,43,4801.28,6,
C256334,376,64,1200.32,2,
C256337,232,46,4801.28,6,
C256339,716,45,7502.0,5,
C256342,245,39,573.44,4,
C256343,343,37,11.73,4,
C256344,497,53,5.23,0,
C256346,277,21,2700.7200000000003,4,0.0
C256348,446,52,47.07,0,
C256350,228,51,7502.0,6,
C256353,569,48,300.08,0,
C256362,779,45,2400.68,0,
C256364,350,63,2700.7200000000003,2,
C256368,52,18,5.23,4,
C256370,714,57,40.66,0,
C256373,64,54,322.56,2,0.0
C256374,675,37,47.07,1,
C256378,658,49,300.08,0,
C256379,758,33,573.44,1,
C256380,276,46,293.25,2,
C256384,281,39,365.94,4,
C256385,527,43,300.08,0,0.0
C256389,161,62,2700.7200000000003,2,
C256394,723,23,60.6,1,
C256398,36,54,16800.0,3,
C256405,677,69,47.07,0,
C256406,751,65,5401.53,5,
C256408,142,69,143.36,2,
C256411,476,37,300.08,1,
C256414,767,35,2700.7200000000003,1,
C256415,790,24,60.6,1,1.0
C256416,608,58,83.68,0,
C256420,148,33,143.36,4,0.0
C256422,683,54,896.0,0,
C256426,352,42,162.64,4,0.0
C256429,294,33,7502.0,6,
C256436,677,61,300.08,0,
C256438,191,27,40.66,4,
C256439,529,61,896.0,0,
C256440,80,32,650.56,4,
C256441,36,41,46.92,4,
C256445,275,61,7502.0,5,
C256448,45,51,600.17,2,0.0
C256450,362,50,300.08,2,
C256451,212,57,46.92,2,
C256452,717,50,162.64,0,
C256456,407,67,143.36,0,
C256457,47,68,4801.28,2,
C256462,598,49,9602.72,5,
C256466,759,39,300.08,1,
C256468,175,22,2700.7200000000003,4,0.0
C256469,447,21,4801.28,1,
C256471,241,59,896.0,2,
C256472,409,51,20.92,0,
C256477,543,60,2400.68,0,0.0
C256481,148,30,322.56,4,
C256484,702,65,143.36,0,
C256492,212,33,300.08,4,
C256502,742,22,1200.32,1,
C256503,644,37,15004.25,3,
C256507,721,28,1200.32,1,
C256516,578,53,5401.53,5,
C256522,419,47,83.68,0,0.0
C256525,298,35,7502.0,6,
C256527,291,20,1016.5,4,
C256529,783,42,300.08,1,
C256533,656,39,1200.32,1,
C256544,147,27,143.36,4,0.0
C256545,483,54,162.64,0,
C256552,543,57,130.75,0,1.0
C256553,413,52,2700.7200000000003,0,
C256555,94,46,162.64,2,
C256556,240,69,83.68,2,
C256561,40,21,15004.25,6,
C256567,762,38,300.08,1,
C256568,147,60,600.17,2,
C256569,119,68,5.23,2,0.0
C256570,700,24,1200.32,1,
C256577,489,62,4801.28,5,0.0
C256578,717,24,162.64,1,
C256582,40,49,1200.32,2,
C256587,101,69,11.73,2,
C256590,52,63,650.56,2,
C256591,488,63,7502.0,5,
C256594,449,44,1016.5,0,
C256595,637,64,2700.7200000000003,0,
C256597,319,58,60.6,2,
C256600,207,26,26250.0,3,2.0
C256601,202,45,1016.5,2,
C256607,576,48,20.92,0,
C256608,378,35,1050.0,4,
C256609,752,69,573.44,0,
C256610,599,53,300.08,0,1.0
C256616,673,41,46.92,1,
C256620,558,18,1050.0,1,
C256624,187,63,162.64,2,0.0
C256629,217,42,7502.0,6,
C256637,765,30,4801.28,1,
C256639,199,36,47.07,4,
C256640,610,27,4801.28,1,
C256642,195,63,573.44,2,
C256647,474,63,4801.28,5,
C256652,607,69,896.0,0,1.0
C256659,267,22,5.23,4,
C256660,788,27,105.57,1,
C256663,21,58,4200.0,2,
C256664,644,56,322.56,0,
C256670,427,67,4801.28,5,
C256673,531,63,7502.0,5,
C256681,775,63,15.15,0,
C256682,239,51,1200.32,2,
C256683,573,38,4200.0,1,
C256684,276,54,1200.32,2,
C256686,560,37,9602.72,5,
C256687,393,21,573.44,4,
C256689,190,47,20.92,2,0.0
C256690,389,27,300.08,4,
C256695,117,43,2700.7200000000003,4,
C256699,789,28,83.68,1,
C256700,388,64,187.68,2,
C256701,621,46,7502.0,5,
C256703,322,25,2700.7200000000003,4,
C256707,293,63,4801.28,2,
C256709,476,27,35.84,1,
C256713,99,58,7502.0,2,
C256714,382,56,47.07,2,
C256724,474,23,7502.0,6,
C256730,771,53,15004.25,3,
C256748,222,23,5.23,4,0.0
C256752,93,63,1016.5,2,
C256755,199,46,2700.7200000000003,2,
C256762,72,23,40.66,4,
C256768,761,20,4801.28,1,1.0
C256769,32,66,378.75,2,
C256771,127,62,1200.32,2,
C256776,374,18,2700.7200000000003,4,
C256781,351,60,2400.68,2,
C256782,327,42,322.56,4,
C256793,236,46,7502.0,6,
C256795,449,35,300.08,1,
C256797,179,32,40.66,4,
C256800,16,56,60.6,2,
C256803,565,54,1200.32,0,
C256804,79,68,1050.0,2,0.0
C256805,246,66,300.08,2,
C256807,51,31,2700.7200000000003,4,0.0
C256810,610,22,4801.28,1,
C256814,543,48,322.56,0,
C256815,225,47,2700.7200000000003,2,
C256816,363,46,187.68,2,0.0
C256819,419,39,162.64,1,
